"playersSeason";"playerID";"WOBA";"SLG";"BA";"ISO";"speedRatio"
13.0;"alouma01";0.3041657894736842;0.3561;0.2958;0.0604;0.8299
2.0;"altmage01";0.3816533568904593;0.5598;0.3031;0.2568;0.5732
3.0;"altmage01";0.3811064516129033;0.5112;0.3184;0.1929;0.6824
4.0;"altmage01";0.3202839458413927;0.4009;0.2737;0.1272;0.7323
1.0;"alvisma01";0.3332818461538462;0.4601;0.2741;0.186;0.6303
3.0;"alvisma01";0.30430771558245084;0.3974;0.2467;0.1507;0.6846
4.0;"alvisma01";0.2933702786377709;0.3775;0.245;0.1326;0.7123
5.0;"alvisma01";0.3044798529411765;0.4035;0.2559;0.1476;0.7055
6.0;"alvisma01";0.26943171717171716;0.3274;0.2235;0.104;0.7228
1.0;"anderha02";0.3741475524475525;0.5243;0.301;0.2233;0.5935
2.0;"anderha02";0.29357944954128445;0.4016;0.2402;0.1614;0.6066
0.0;"andersp01";0.24126660268714012;0.2495;0.218;0.0314;0.8846
1.0;"andremi01";0.3082553956834532;0.3522;0.2632;0.0891;0.7846
2.0;"andremi01";0.32303574879227054;0.3545;0.2705;0.084;0.7931
3.0;"andremi01";0.36624191176470583;0.4547;0.2931;0.1616;0.6838
4.0;"andremi01";0.32261713441654355;0.3905;0.253;0.1375;0.6913
6.0;"andremi01";0.27372943201376937;0.297;0.2198;0.0772;0.7748
0.0;"aparilu01";0.28474056437389766;0.3415;0.2664;0.075;0.8028
1.0;"aparilu01";0.28552571428571427;0.3322;0.2574;0.0748;0.7905
2.0;"aparilu01";0.28396632996633;0.3447;0.2657;0.079;0.7905
3.0;"aparilu01";0.2858810089020771;0.3317;0.2565;0.0752;0.8153
4.0;"aparilu01";0.29062442040185477;0.3433;0.2767;0.0667;0.8253
5.0;"aparilu01";0.29016526946107785;0.352;0.272;0.08;0.8
6.0;"aparilu01";0.2659032414910859;0.3339;0.241;0.0929;0.75
7.0;"aparilu01";0.27106811819595644;0.3311;0.2496;0.0815;0.7933
8.0;"aparilu01";0.3020850393700787;0.3633;0.2664;0.0969;0.7857
9.0;"aparilu01";0.2738991869918699;0.3387;0.2252;0.1135;0.7008
10.0;"aparilu01";0.29265151515151516;0.3657;0.2762;0.0895;0.7857
11.0;"aparilu01";0.2519519861830743;0.3132;0.2326;0.0806;0.7559
12.0;"aparilu01";0.2763390243902439;0.3344;0.2637;0.0707;0.8049
13.0;"aparilu01";0.31480805970149256;0.3623;0.2805;0.0818;0.7976
14.0;"aparilu01";0.3367359016393443;0.404;0.3134;0.0906;0.7861
15.0;"aparilu01";0.25785206766917296;0.3035;0.2322;0.0713;0.7632
17.0;"aparilu01";0.2803881386861314;0.3086;0.2705;0.0381;0.8667
3.0;"ashburi01";0.35697280575539575;0.4261;0.3437;0.0824;0.819
4.0;"ashburi01";0.31856681159420286;0.3573;0.2822;0.075;0.7803
5.0;"ashburi01";0.3527550872093023;0.4084;0.3296;0.0788;0.8244
6.0;"ashburi01";0.37068301886792454;0.3757;0.3131;0.0626;0.8571
7.0;"ashburi01";0.39065651491365777;0.4484;0.3377;0.1107;0.7556
8.0;"ashburi01";0.3386614084507042;0.3838;0.3025;0.0812;0.8053
9.0;"ashburi01";0.33599257221458045;0.3642;0.2971;0.0671;0.8172
10.0;"ashburi01";0.38472067510548524;0.4407;0.3496;0.0911;0.8186
11.0;"ashburi01";0.30165885978428353;0.3067;0.266;0.0408;0.8733
12.0;"ashburi01";0.34447228915662653;0.3382;0.2907;0.0475;0.8679
6.0;"asprobo01";0.3090473594548552;0.3764;0.2659;0.1105;0.7676
7.0;"asprobo01";0.25612998027613415;0.3056;0.2137;0.0919;0.78
8.0;"asprobo01";0.3096773109243698;0.3924;0.2803;0.1121;0.7742
9.0;"asprobo01";0.27673058252427185;0.3218;0.263;0.0588;0.8553
10.0;"asprobo01";0.27265699831365936;0.3339;0.2518;0.0821;0.8085
11.0;"asprobo01";0.3204266159695817;0.4012;0.2942;0.107;0.7552
3.0;"asproke01";0.33608897485493233;0.4031;0.2898;0.1133;0.7669
1.0;"auerbri01";0.24125647058823532;0.269;0.2184;0.0505;0.8264
2.0;"avilabo01";0.3442775747508306;0.4096;0.3044;0.1052;0.7939
3.0;"avilabo01";0.3437888721804511;0.4154;0.2998;0.1156;0.7542
4.0;"avilabo01";0.3242200323101777;0.3792;0.2862;0.093;0.7938
5.0;"avilabo01";0.38024345718901453;0.4775;0.3405;0.1369;0.7672
6.0;"avilabo01";0.3380179487179487;0.4004;0.2719;0.1285;0.7329
7.0;"avilabo01";0.29026044142614604;0.3177;0.2242;0.0936;0.7739
8.0;"avilabo01";0.30193313725490195;0.3542;0.2678;0.0864;0.7823
1.0;"bailebo01";0.2807831230283912;0.3281;0.2281;0.1;0.7692
2.0;"bailebo01";0.3202215277777778;0.4038;0.2811;0.1226;0.7315
3.0;"bailebo01";0.3040341463414634;0.3626;0.2556;0.107;0.7375
9.0;"bailebo01";0.32345427682737166;0.3817;0.2514;0.1303;0.7153
10.0;"bailebo01";0.29770146520146523;0.3681;0.2331;0.135;0.7368
11.0;"bailebo01";0.3691742424242424;0.4893;0.2729;0.2164;0.6071
12.0;"bailebo01";0.3644139072847682;0.4458;0.2801;0.1657;0.7042
2.0;"bailobo01";0.31775600775193796;0.4032;0.3105;0.0927;0.7987
3.0;"bailobo01";0.28230465465465465;0.3382;0.2641;0.0741;0.7744
4.0;"bakerdu01";0.37690320641282565;0.5045;0.3206;0.1839;0.6783
5.0;"bakerdu01";0.345865435745938;0.4536;0.2881;0.1656;0.6897
6.0;"bakerdu01";0.3209107142857143;0.4216;0.2561;0.1655;0.6259
7.0;"bakerdu01";0.3305166368515206;0.4211;0.2611;0.1599;0.6977
9.0;"bakerdu01";0.3711184563758389;0.5122;0.2908;0.2214;0.6323
10.0;"bakerdu01";0.30485410122164047;0.3755;0.2625;0.113;0.7372
11.0;"bakerdu01";0.3418548859934854;0.4549;0.2744;0.1805;0.6513
1.0;"bakerge02";0.3253303030303031;0.4251;0.2754;0.1497;0.6644
2.0;"bakerge02";0.3091856495468278;0.3924;0.2677;0.1248;0.7117
3.0;"bakerge02";0.29635076142131983;0.3773;0.2582;0.119;0.7305
2.0;"bandosa01";0.2894478851963746;0.3537;0.2512;0.1025;0.7434
3.0;"bandosa01";0.38334869325997256;0.4844;0.2808;0.2036;0.655
4.0;"bandosa01";0.3686153846153846;0.4303;0.2629;0.1673;0.6818
5.0;"bandosa01";0.3554525559105432;0.4517;0.2714;0.1803;0.6712
6.0;"bandosa01";0.30532401315789476;0.3682;0.2355;0.1327;0.6984
7.0;"bandosa01";0.37166696165191737;0.4983;0.2872;0.2111;0.6235
8.0;"bandosa01";0.3357877926421405;0.4257;0.243;0.1827;0.6281
9.0;"bandosa01";0.3080633027522936;0.3559;0.2295;0.1263;0.6899
10.0;"bandosa01";0.33285569620253164;0.4273;0.24;0.1873;0.6439
11.0;"bandosa01";0.31797984848484856;0.3948;0.25;0.1448;0.6759
12.0;"bandosa01";0.3506843800322061;0.4389;0.2852;0.1537;0.7208
13.0;"bandosa01";0.2991955056179776;0.3445;0.2458;0.0987;0.7778
1.0;"bankser01";0.3262172360248447;0.4266;0.2749;0.1518;0.7239
2.0;"bankser01";0.39296859375000004;0.5956;0.2953;0.3003;0.5341
3.0;"bankser01";0.3674878260869565;0.5297;0.2974;0.2323;0.6188
4.0;"bankser01";0.3897192133131619;0.5791;0.2845;0.2946;0.5089
5.0;"bankser01";0.4071603886397609;0.6143;0.3128;0.3015;0.5803
6.0;"bankser01";0.3995323574730354;0.5959;0.3039;0.292;0.5754
7.0;"bankser01";0.36752953846153846;0.5544;0.2714;0.2831;0.5062
8.0;"bankser01";0.350831884057971;0.5068;0.2779;0.229;0.6127
9.0;"bankser01";0.34150917431192657;0.5033;0.2689;0.2344;0.6159
11.0;"bankser01";0.31543184;0.4501;0.264;0.1861;0.6282
12.0;"bankser01";0.32549697428139185;0.4526;0.2647;0.1879;0.6543
13.0;"bankser01";0.3128561111111111;0.4325;0.272;0.1605;0.6763
14.0;"bankser01";0.32154858096828043;0.4555;0.2757;0.1798;0.6646
15.0;"bankser01";0.3187623711340206;0.4692;0.2464;0.2228;0.5662
16.0;"bankser01";0.30958615635179154;0.4159;0.2531;0.1628;0.6923
3.0;"bannial01";0.29611980830670925;0.3375;0.275;0.0625;0.8312
5.0;"bannial01";0.3134464864864865;0.3834;0.2846;0.0988;0.7361
7.0;"batemjo01";0.2760812154696133;0.3827;0.2365;0.1462;0.6667
8.0;"batemjo01";0.2668833655705996;0.3496;0.2419;0.1077;0.7479
5.0;"batteea01";0.3315228406909789;0.427;0.2704;0.1567;0.6746
6.0;"batteea01";0.36417392996108955;0.4696;0.3022;0.1674;0.6978
7.0;"batteea01";0.3227879310344828;0.3927;0.2797;0.113;0.7671
8.0;"batteea01";0.36265157342657345;0.4764;0.2854;0.1909;0.6966
4.0;"bauerha01";0.3513582508250825;0.4629;0.2929;0.17;0.6667
7.0;"bauerha01";0.35495340501792116;0.4614;0.2785;0.1829;0.6715
8.0;"bauerha01";0.32634850498338874;0.4453;0.2412;0.2041;0.6077
9.0;"bauerha01";0.3292689523809524;0.4551;0.2589;0.1962;0.6048
10.0;"bauerha01";0.31634609053497936;0.4226;0.2677;0.1549;0.6694
4.0;"baumhfr01";0.3169507340946166;0.3804;0.2839;0.0964;0.7484
6.0;"baumhfr01";0.33434564831261104;0.4192;0.3058;0.1135;0.7107
4.0;"baylodo01";0.3129114814814815;0.3824;0.272;0.1104;0.7519
5.0;"baylodo01";0.36104795221843;0.4885;0.2824;0.2061;0.6486
6.0;"baylodo01";0.3046125;0.3681;0.2471;0.121;0.7211
7.0;"baylodo01";0.3279916666666667;0.4332;0.2513;0.1818;0.6312
8.0;"baylodo01";0.33977934131736526;0.4721;0.2555;0.2166;0.6026
9.0;"baylodo01";0.37947248603351963;0.5303;0.2962;0.2341;0.6129
0.0;"beckegl01";0.2517250386398764;0.298;0.2394;0.0586;0.8163
1.0;"beckegl01";0.29008764534883724;0.3476;0.2866;0.061;0.8351
2.0;"beckegl01";0.29378979266347693;0.3685;0.2797;0.0888;0.7605
3.0;"beckegl01";0.3016541176470588;0.3686;0.2939;0.0747;0.8095
4.0;"beckegl01";0.29134463667820076;0.3407;0.291;0.0497;0.8481
5.0;"beckegl01";0.29494169329073483;0.3486;0.2876;0.0609;0.8588
6.0;"beckegl01";0.3363043010752688;0.4057;0.3415;0.0642;0.8619
7.0;"beckegl01";0.2801657370517928;0.3439;0.27;0.0738;0.7891
3.0;"belanma01";0.23397365384615382;0.2479;0.2076;0.0403;0.8469
4.0;"belanma01";0.3058849572649573;0.3453;0.2868;0.0585;0.8487
5.0;"belanma01";0.2572963106796116;0.2593;0.2179;0.0414;0.88
6.0;"belanma01";0.30595657439446367;0.32;0.266;0.054;0.8271
8.0;"belanma01";0.25600852272727276;0.2617;0.2255;0.0362;0.8491
9.0;"belanma01";0.2682298181818182;0.3002;0.2252;0.0751;0.7928
11.0;"belanma01";0.29372179930795844;0.3257;0.2701;0.0556;0.8227
0.0;"bellbu01";0.28718568548387097;0.3627;0.2554;0.1073;0.7395
1.0;"bellbu01";0.3120979621542941;0.393;0.2678;0.1252;0.7396
3.0;"bellbu01";0.3064610281923715;0.3761;0.2712;0.1049;0.7733
4.0;"bellbu01";0.30146646248085757;0.3659;0.2815;0.0844;0.7941
5.0;"bellbu01";0.3321834285714286;0.4259;0.2923;0.1336;0.7286
6.0;"bellbu01";0.3107276845637584;0.3921;0.2824;0.1097;0.7389
7.0;"bellbu01";0.3268916784203103;0.4507;0.2985;0.1522;0.685
1.0;"bellgu01";0.33245154798761617;0.4433;0.2783;0.165;0.6707
2.0;"bellgu01";0.31274525691699606;0.4188;0.25;0.1688;0.641
3.0;"bellgu01";0.37317201210287443;0.5246;0.3;0.2246;0.6066
4.0;"bellgu01";0.34623092783505155;0.4653;0.2989;0.1664;0.6649
5.0;"bellgu01";0.36993413173652695;0.5098;0.3082;0.2016;0.6649
6.0;"bellgu01";0.35983984732824426;0.5008;0.2919;0.209;0.6364
7.0;"bellgu01";0.320704044117647;0.4196;0.2922;0.1275;0.7584
9.0;"bellgu01";0.32796553398058254;0.4448;0.2931;0.1517;0.7176
10.0;"bellgu01";0.29484625228519196;0.3883;0.2621;0.1262;0.7333
1.0;"benchjo01";0.3084907872696817;0.4326;0.2748;0.1578;0.6323
2.0;"benchjo01";0.35583128205128206;0.4868;0.2932;0.1936;0.6795
3.0;"benchjo01";0.38440468986384263;0.5868;0.2926;0.2942;0.5254
4.0;"benchjo01";0.30812194719471947;0.4235;0.2384;0.1851;0.6418
5.0;"benchjo01";0.3792848966613673;0.5409;0.2695;0.2714;0.5586
6.0;"benchjo01";0.32923223270440255;0.4291;0.2531;0.1759;0.6809
7.0;"benchjo01";0.3637789321789322;0.5072;0.2802;0.2271;0.5805
8.0;"benchjo01";0.36295261382799326;0.5189;0.283;0.2358;0.5467
9.0;"benchjo01";0.32208864468864473;0.3935;0.2344;0.1591;0.6239
10.0;"benchjo01";0.3680768115942029;0.5405;0.2753;0.2652;0.5074
12.0;"benchjo01";0.35218766603415563;0.4591;0.2759;0.1832;0.6797
5.0;"beniqju01";0.27496423076923077;0.3013;0.2552;0.046;0.8525
7.0;"beniqju01";0.2887609218436874;0.3784;0.26;0.1184;0.748
5.0;"berrayo01";0.3631311447811448;0.4918;0.2943;0.1974;0.6894
6.0;"berrayo01";0.3630110927152318;0.4775;0.2734;0.2041;0.6712
7.0;"berrayo01";0.3792595323741007;0.5229;0.2962;0.2266;0.6309
8.0;"berrayo01";0.3659428571428572;0.488;0.3065;0.1815;0.6872
9.0;"berrayo01";0.35019275123558485;0.4695;0.2717;0.1978;0.6599
10.0;"berrayo01";0.383785908319185;0.5336;0.2975;0.2361;0.6065
11.0;"berrayo01";0.3268078651685393;0.4378;0.251;0.1867;0.6694
13.0;"berrayo01";0.34467538759689925;0.4619;0.2839;0.178;0.6642
3.0;"berryke01";0.2633731610337972;0.3475;0.2182;0.1292;0.6796
5.0;"berryke01";0.28209491525423724;0.3299;0.2412;0.0887;0.7863
6.0;"berryke01";0.2731188323917137;0.3433;0.252;0.0913;0.7638
8.0;"berryke01";0.3047265873015873;0.3564;0.2765;0.0799;0.8359
7.0;"bertore01";0.2917030241935484;0.3587;0.2652;0.0935;0.7705
7.0;"biittla01";0.3327160680529301;0.432;0.2982;0.1339;0.7211
4.0;"bilkost01";0.3263062402496101;0.4123;0.2509;0.1614;0.6713
4.0;"billidi01";0.2675758483033932;0.322;0.2537;0.0682;0.8235
3.0;"blairpa01";0.341130441898527;0.4457;0.2935;0.1522;0.6914
5.0;"blairpa01";0.3421684523809524;0.4768;0.2848;0.192;0.6461
6.0;"blairpa01";0.3372848708487085;0.4375;0.2667;0.1708;0.6563
7.0;"blairpa01";0.30163510054844606;0.3973;0.2616;0.1357;0.6889
8.0;"blairpa01";0.2674420432220039;0.3585;0.2327;0.1258;0.6757
9.0;"blairpa01";0.31529687500000003;0.402;0.28;0.122;0.7286
10.0;"blairpa01";0.31287201986754964;0.4167;0.2609;0.1558;0.6667
3.0;"blankla01";0.2604001949317739;0.293;0.2335;0.0594;0.8273
1.0;"blasido01";0.29874238310708895;0.322;0.2606;0.0613;0.8105
2.0;"blasido01";0.3115681502086231;0.3677;0.2708;0.0969;0.7727
3.0;"blasido01";0.30814718543046354;0.3565;0.2742;0.0823;0.7933
4.0;"blasido01";0.31801114369501465;0.3593;0.2894;0.0699;0.809
5.0;"blasido01";0.26940382608695657;0.3002;0.2352;0.065;0.8211
6.0;"blasido01";0.254731845841785;0.2867;0.2222;0.0644;0.77
7.0;"blasido01";0.31599266547406085;0.3401;0.2814;0.0587;0.8705
9.0;"blasido01";0.2811789377289377;0.3142;0.2668;0.0474;0.8519
6.0;"blaylma01";0.3102163106796117;0.3848;0.2543;0.1304;0.7265
0.0;"blefacu01";0.36687872727272725;0.4697;0.2597;0.21;0.5917
2.0;"blefacu01";0.3228339712918661;0.4134;0.2419;0.1715;0.6567
3.0;"blefacu01";0.2725411992263056;0.3215;0.1996;0.122;0.7333
4.0;"blefacu01";0.31819190938511327;0.393;0.2528;0.1402;0.6715
2.0;"bochtbr01";0.2885792775665399;0.3112;0.2575;0.0536;0.8333
4.0;"bochtbr01";0.3185827272727273;0.3951;0.2634;0.1317;0.6953
5.0;"bochtbr01";0.36866528;0.4928;0.3159;0.1769;0.6571
3.0;"bollifr01";0.31601058451816744;0.4045;0.2587;0.1458;0.6779
4.0;"bollifr01";0.312073224852071;0.3918;0.2689;0.123;0.7378
5.0;"bollifr01";0.32351624266144813;0.4031;0.2658;0.1373;0.7213
6.0;"bollifr01";0.2900052083333333;0.3563;0.2537;0.1026;0.7574
7.0;"bollifr01";0.3115959814528593;0.3795;0.2615;0.1179;0.7712
9.0;"bollifr01";0.26864641638225256;0.3118;0.2435;0.0683;0.8106
11.0;"bollifr01";0.2789162454873646;0.3626;0.2636;0.0991;0.7447
1.0;"bondsbo01";0.3545791316526611;0.4727;0.2588;0.2138;0.6087
2.0;"bondsbo01";0.37282170963364997;0.5038;0.3017;0.2021;0.64
3.0;"bondsbo01";0.3662864233576642;0.5121;0.2876;0.2246;0.6124
4.0;"bondsbo01";0.32979465317919077;0.4457;0.2588;0.1869;0.6296
5.0;"bondsbo01";0.37952318244170086;0.5303;0.283;0.2473;0.5769
6.0;"bondsbo01";0.34476616314199393;0.4339;0.2557;0.1781;0.6483
7.0;"bondsbo01";0.3758197411003236;0.5123;0.2703;0.242;0.5734
9.0;"bondsbo01";0.363319910846954;0.5203;0.2635;0.2568;0.5577
10.0;"bondsbo01";0.36284734917733086;0.4968;0.2653;0.2316;0.619
11.0;"bondsbo01";0.356808025682183;0.4628;0.2751;0.1877;0.6622
4.0;"bondwa01";0.3114557264957265;0.4199;0.2541;0.1657;0.6884
1.0;"boonebo01";0.2880889679715302;0.3647;0.261;0.1036;0.7647
2.0;"boonebo01";0.26228183556405354;0.3217;0.2418;0.0799;0.7458
3.0;"boonera01";0.28163718592964826;0.329;0.2335;0.0956;0.7874
6.0;"boonera01";0.36518209677419355;0.4659;0.2947;0.1713;0.7125
7.0;"boonera01";0.3499176258992806;0.476;0.284;0.192;0.6549
8.0;"boonera01";0.3929039426523298;0.5177;0.3077;0.21;0.6959
9.0;"boonera01";0.33006046065259115;0.4177;0.2727;0.145;0.6825
2.0;"bosetri01";0.280405472636816;0.3468;0.2588;0.088;0.7619
3.0;"bosetri01";0.2762557603686636;0.3619;0.2601;0.1018;0.7205
1.0;"bostoly01";0.33856797642436154;0.4304;0.3228;0.1076;0.7778
2.0;"bostoly01";0.37842205206738133;0.5076;0.3356;0.172;0.6884
3.0;"bostoly01";0.32085344;0.3785;0.2958;0.0827;0.8036
1.0;"bouched01";0.37059118086696563;0.4704;0.2927;0.1777;0.6429
3.0;"bouched01";0.3535424347826087;0.4489;0.2846;0.1643;0.662
0.0;"bowala01";0.2524363157894737;0.3035;0.2505;0.053;0.8321
1.0;"bowala01";0.2592315942028986;0.2923;0.2492;0.0431;0.858
2.0;"bowala01";0.2685685667752443;0.3195;0.2504;0.0691;0.8276
3.0;"bowala01";0.2156209051724138;0.2489;0.2108;0.0381;0.8511
4.0;"bowala01";0.2769295552367288;0.3378;0.275;0.0628;0.837
5.0;"bowala01";0.30990147299509;0.3774;0.3053;0.072;0.8371
6.0;"bowala01";0.25499772036474166;0.3013;0.2484;0.0529;0.8452
7.0;"bowala01";0.2843619696969697;0.3397;0.2804;0.0593;0.8514
8.0;"bowala01";0.29673397058823536;0.37;0.2936;0.0765;0.7969
9.0;"bowala01";0.2772004983388704;0.3135;0.2412;0.0724;0.7846
1.0;"bowensa01";0.33184272727272723;0.4531;0.2635;0.1896;0.6288
6.0;"boydbo01";0.3485722735674676;0.4082;0.3175;0.0907;0.8182
6.0;"boyercl02";0.28625462478184993;0.3472;0.2242;0.123;0.6903
7.0;"boyercl02";0.31756193548387096;0.4134;0.2721;0.1413;0.7208
8.0;"boyercl02";0.27867238421955404;0.3627;0.2513;0.1113;0.75
9.0;"boyercl02";0.2449537037037037;0.3039;0.2176;0.0863;0.7928
10.0;"boyercl02";0.30547777777777774;0.4241;0.251;0.1732;0.6357
11.0;"boyercl02";0.29479672727272727;0.384;0.24;0.144;0.6667
12.0;"boyercl02";0.30621720779220785;0.4231;0.2448;0.1783;0.6643
14.0;"boyercl02";0.30497391304347826;0.371;0.25;0.121;0.75
15.0;"boyercl02";0.29352412451361864;0.3811;0.2463;0.1347;0.735
0.0;"boyerke01";0.3113867957746479;0.4245;0.2642;0.1604;0.6643
1.0;"boyerke01";0.35538888888888887;0.4941;0.3059;0.1882;0.6813
2.0;"boyerke01";0.3122334470989761;0.4136;0.2647;0.1489;0.7222
3.0;"boyerke01";0.3622638263665595;0.4965;0.307;0.1895;0.6971
4.0;"boyerke01";0.38221054313099045;0.508;0.3091;0.1989;0.7069
5.0;"boyerke01";0.38964455445544555;0.5616;0.3043;0.2572;0.5952
6.0;"boyerke01";0.39302844036697243;0.5331;0.3294;0.2037;0.6856
7.0;"boyerke01";0.35911099706744876;0.4697;0.2913;0.1784;0.6854
